0.862916	0.534212	0	0	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
1.00818	0.427101	4.63419	1.07761	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
1.59045	0.489149	5.32117	0.287336	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
2.04023	0.557524	5.09458	0.667786	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389
2.66144	0.609267	5.22048	0.427524	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
3.29576	0.562709	5.3032	-0.0764599	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818
3.89238	0.595464	5.43235	0.0434107	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
4.4443	0.62604	5.27049	0.111155	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
4.98134	0.637122	5.03068	0.0754016	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649
5.47385	0.653723	5.26873	0.135996	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868
5.97818	0.554647	5.0654	-0.227088	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
6.49235	0.640634	5.04024	0.0910792	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
7.00829	0.634216	4.8293	0.0247682	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
7.58926	0.687769	5.25389	0.174252	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
8.11311	0.756754	4.95644	0.286878	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
8.61893	1.00731	5.28448	0.883581	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
9.21466	1.09332	5.26224	0.855007	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
9.76917	1.27766	5.24821	1.08283	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
10.2797	1.47623	4.90775	1.24969	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
10.7545	1.62078	4.62154	1.25345	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
11.2743	1.64881	4.90488	1.06352	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
11.7349	1.69648	4.82094	0.934643	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
12.2201	1.90266	5.00889	1.20029	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
12.722	1.95797	5.12833	1.0865	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
13.2286	2.24061	5.2045	1.4537	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701
13.5755	2.62463	4.53813	1.86492	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
14.0117	2.79561	4.5248	1.83909	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
14.5012	2.95602	4.79985	1.84009	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
14.928	3.37787	4.73771	2.29822	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
15.3544	3.73798	4.39968	2.47246	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
15.8063	3.83034	4.41395	2.18724	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
16.2275	4.08165	4.16524	2.18816	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
16.6564	4.34603	4.24005	2.28353	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
17.0004	4.69502	3.71356	2.38015	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
17.3821	4.86132	3.75049	2.26265	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
17.752	5.00191	3.68189	2.09859	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
18.048	5.42854	3.41854	2.41965	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
18.3191	5.96156	3.32309	2.91189	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
18.5817	6.44126	3.09436	3.17788	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
18.8655	6.88593	3.09435	3.40188	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
19.0733	7.26446	2.68456	3.36065	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
19.3372	7.62182	2.70322	3.40652	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
19.5316	8.03825	2.60335	3.54086	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
19.7641	8.37121	2.38259	3.42266	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
19.8999	8.89581	2.05449	3.62405	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
20.0038	9.3757	1.70807	3.70621	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
19.9696	10.2156	1.4468	4.45586	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
20.0415	10.6641	1.09223	4.30545	19.6775	10.803	20.1271	10.6247	0.845742	4.77652
19.9907	11.4024	0.800053	4.73895	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727
19.9211	11.9191	0.157565	4.51272	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575
19.9826	12.3162	0.456096	4.60625	19.966	11.9688	20.2687	12.0692	0.093487	4.83159
20.0185	12.6631	0.081886	4.17204	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451
20.1945	12.8545	0.26387	3.78193	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428
20.1439	13.309	0.0840865	3.84716	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072
20.1742	13.6217	-0.0829786	3.58587	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374
20.0576	14.0843	-0.343916	3.65602	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331
20.0633	14.3517	-0.327785	3.47904	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944
19.9431	14.7453	-1.0188	3.07959	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226
19.8557	15.058	-0.967132	3.11355	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193
19.6264	15.5345	-1.14269	3.36072	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868
19.4552	15.9203	-1.4377	3.23077	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284
19.1176	16.4701	-2.16819	3.11326	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476
18.8749	16.8822	-1.99276	3.4811	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489
18.5932	17.2863	-2.19394	3.46894	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372
18.3636	17.5457	-2.51697	2.99451	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418
18.2029	17.8358	-2.46852	2.88337	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973
